,Unnamed: 0,기준년코드,기준분기코드,행정동코드,행정동코드명,총직장인구수,남성직장연구수,여성직장인구수,연령대10직장인구수,연령대20직장인구수,연령대30직장인구수,연령대40직장인구수,연령대50직장인구수,연령대60이상직장인구수,남성연령대10직장인구수,남성연령대20직장인구수,남성연령대30직장인구수,남성연령대40직장인구수,남성연령대50직장인구수,남성연령대60이상직장인구수,여성연령대10직장인구수,여성연령대20직장인구수,여성연령대30직장인구수,여성연령대40직장인구수,여성연령대50직장인구수,여성연령대60이상직장인구수
5299,5299,2017,2,11440610,염리동,5673,3407,2266,83,925,1642,1340,1041,642,43,438,1043,915,548,420,40,487,599,425,493,222
5300,5300,2017,2,11440630,신수동,4392,2471,1921,13,627,1331,1264,785,372,4,244,752,755,461,255,9,383,579,509,324,117
5301,5301,2017,2,11440655,서강동,9760,5443,4317,41,1910,2415,2142,1569,1683,11,743,1399,1445,959,886,30,1167,1016,697,610,797
5302,5302,2017,2,11440660,서교동,48510,24772,23738,286,12001,13551,10444,6992,5236,147,4622,7560,6326,3486,2631,139,7379,5991,4118,3506,2605
5303,5303,2017,2,11440680,합정동,10456,5455,5001,64,2250,3468,2701,1323,650,15,708,1755,1679,861,437,49,1542,1713,1022,462,213
5304,5304,2017,2,11440690,망원1동,2914,1582,1332,15,570,797,713,505,314,11,261,497,387,245,181,4,309,300,326,260,133
5305,5305,2017,2,11440700,망원2동,2629,1434,1195,8,364,671,743,519,324,6,145,381,428,272,202,2,219,290,315,247,122
5306,5306,2017,2,11440710,연남동,4578,2487,2091,8,1033,1486,1090,622,339,1,444,821,633,365,223,7,589,665,457,257,116
5307,5307,2017,2,11440720,성산1동,10129,6802,3327,29,1087,1848,1974,1740,3451,21,430,1073,1242,1111,2925,8,657,775,732,629,526
5308,5308,2017,2,11440730,성산2동,9191,4267,4924,7,578,1386,1892,2768,2560,6,202,581,945,1163,1370,1,376,805,947,1605,1190
5309,5309,2017,2,11440740,상암동,40296,23839,16457,110,11134,13447,9855,4088,1662,38,4181,7972,7349,3002,1297,72,6953,5475,2506,1086,365
5310,5310,2017,2,11470510,목1동,13737,8283,5454,56,2144,3739,3929,2725,1144,21,821,2129,2664,1917,731,35,1323,1610,1265,808,413
5311,5311,2017,2,11470520,목2동,2457,1266,1191,6,314,723,634,526,254,2,118,408,335,255,148,4,196,315,299,271,106
5312,5312,2017,2,11470530,목3동,2392,1165,1227,8,297,566,597,533,391,4,92,294,317,241,217,4,205,272,280,292,174
5313,5313,2017,2,11470540,목4동,1870,801,1069,3,182,378,517,495,295,1,53,167,195,213,172,2,129,211,322,282,123
5314,5314,2017,2,11470550,목5동,6246,2196,4050,12,1091,1664,1536,1175,768,2,188,494,523,509,480,10,903,1170,1013,666,288
5315,5315,2017,2,11470560,신월1동,2522,1477,1045,6,170,431,686,804,425,6,61,233,397,499,281,0,109,198,289,305,144
5316,5316,2017,2,11470570,신월2동,2157,1065,1092,3,182,367,602,638,365,1,64,161,260,340,239,2,118,206,342,298,126
5317,5317,2017,2,11470580,신월3동,2563,1411,1152,4,203,448,650,815,443,4,69,228,306,460,344,0,134,220,344,355,99
5318,5318,2017,2,11470590,신월4동,1980,1143,837,7,171,332,469,576,425,2,62,177,240,338,324,5,109,155,229,238,101
5319,5319,2017,2,11470600,신월5동,2724,1586,1138,5,216,399,553,601,950,4,60,151,213,298,860,1,156,248,340,303,90
5320,5320,2017,2,11470610,신월6동,1212,626,586,1,119,197,299,360,236,0,46,94,119,200,167,1,73,103,180,160,69
5321,5321,2017,2,11470611,신월7동,3805,2485,1320,3,310,580,984,1142,786,2,199,373,579,717,615,1,111,207,405,425,171
5322,5322,2017,2,11470620,신정1동,2685,1246,1439,3,259,582,718,664,459,2,95,281,336,289,243,1,164,301,382,375,216
5323,5323,2017,2,11470630,신정2동,1839,767,1072,3,223,332,530,466,285,1,59,150,206,175,176,2,164,182,324,291,109
5324,5324,2017,2,11470640,신정3동,5729,3229,2500,2,530,1065,1403,1489,1240,0,156,464,705,885,1019,2,374,601,698,604,221
5325,5325,2017,2,11470650,신정4동,7551,3538,4013,18,890,1573,1960,1727,1383,12,266,769,938,744,809,6,624,804,1022,983,574
5326,5326,2017,2,11470670,신정6동,5491,2888,2603,14,648,1386,1439,1485,519,12,285,654,691,932,314,2,363,732,748,553,205
5327,5327,2017,2,11470680,신정7동,1880,818,1062,4,214,354,565,505,238,2,72,160,219,204,161,2,142,194,346,301,77
5328,5328,2017,2,11500510,염창동,11998,7223,4775,46,1842,3423,3195,2227,1265,23,742,2041,2089,1393,935,23,1100,1382,1106,834,330
5329,5329,2017,2,11500520,등촌1동,30105,12334,17771,212,3817,7313,10116,7538,1109,139,2122,4699,3374,1326,674,73,1695,2614,6742,6212,435
5330,5330,2017,2,11500530,등촌2동,2290,1202,1088,4,259,514,595,573,345,1,73,231,307,340,250,3,186,283,288,233,95
5331,5331,2017,2,11500535,등촌3동,19444,9656,9788,58,3446,3732,3917,5307,2984,45,1440,2185,2185,2130,1671,13,2006,1547,1732,3177,1313
5332,5332,2017,2,11500540,화곡1동,4620,2151,2469,13,570,992,1212,1152,681,3,218,509,565,473,383,10,352,483,647,679,298
5333,5333,2017,2,11500550,화곡2동,1707,792,915,3,219,415,492,423,155,1,106,221,217,167,80,2,113,194,275,256,75
5334,5334,2017,2,11500560,화곡3동,2517,1127,1390,13,283,431,610,808,372,6,99,244,308,275,195,7,184,187,302,533,177
5335,5335,2017,2,11500570,화곡4동,1902,890,1012,4,224,414,520,492,248,2,81,212,217,233,145,2,143,202,303,259,103
5336,5336,2017,2,11500590,화곡본동,2359,905,1454,4,287,522,661,520,365,2,58,215,275,180,175,2,229,307,386,340,190
5337,5337,2017,2,11500591,화곡6동,9789,5919,3870,12,1035,2283,2486,2483,1490,6,452,1298,1545,1627,991,6,583,985,941,856,499
5338,5338,2017,2,11500593,화곡8동,1432,535,897,5,175,284,375,353,240,2,54,134,141,89,115,3,121,150,234,264,125
5339,5339,2017,2,11500603,가양1동,12602,8202,4400,59,1759,3334,3360,2607,1483,26,946,2104,2219,1775,1132,33,813,1230,1141,832,351
5340,5340,2017,2,11500604,가양2동,2216,1116,1100,8,339,516,452,401,500,4,113,249,219,168,363,4,226,267,233,233,137
5341,5341,2017,2,11500605,가양3동,5226,3102,2124,21,930,1524,1493,865,393,9,452,958,933,497,253,12,478,566,560,368,140
5342,5342,2017,2,11500611,발산1동,7137,3800,3337,14,722,1572,1902,1908,1019,7,207,776,976,1083,751,7,515,796,926,825,268
5343,5343,2017,2,11500615,우장산동,4387,1963,2424,51,772,915,1114,920,615,23,249,469,514,380,328,28,523,446,600,540,287
5344,5344,2017,2,11500620,공항동,40733,24005,16728,45,7122,12708,12312,7135,1411,26,2033,5837,8592,6303,1214,19,5089,6871,3720,832,197
5345,5345,2017,2,11500630,방화1동,8056,5299,2757,10,951,2021,2142,2122,810,6,507,1414,1436,1432,504,4,444,607,706,690,306
5346,5346,2017,2,11500640,방화2동,4952,2963,1989,30,834,917,1083,1287,801,19,333,520,641,854,596,11,501,397,442,433,205
5347,5347,2017,2,11500641,방화3동,3209,1728,1481,5,238,567,775,882,742,3,67,219,426,577,436,2,171,348,349,305,306
5348,5348,2017,2,11530510,신도림동,9223,5263,3960,23,1478,2571,2477,1787,887,15,629,1443,1413,1104,659,8,849,1128,1064,683,228
5349,5349,2017,2,11530520,구로1동,2386,1064,1322,13,222,542,527,416,666,0,99,310,265,196,194,13,123,232,262,220,472
5350,5350,2017,2,11530530,구로2동,26934,14688,12246,61,3880,8167,6936,5302,2588,29,1408,3990,3915,3452,1894,32,2472,4177,3021,1850,694
5351,5351,2017,2,11530540,구로3동,80064,48938,31126,363,17371,28149,19246,9809,5126,199,7836,18759,13073,5616,3455,164,9535,9390,6173,4193,1671
5352,5352,2017,2,11530550,구로4동,2831,1172,1659,2,319,548,827,665,470,1,94,214,326,264,273,1,225,334,501,401,197
5353,5353,2017,2,11530560,구로5동,21319,12297,9022,85,4019,6250,4748,3701,2516,50,1774,3652,3166,2156,1499,35,2245,2598,1582,1545,1017
5354,5354,2017,2,11530595,가리봉동,1565,646,919,0,190,258,359,400,358,0,75,134,147,125,165,0,115,124,212,275,193
5355,5355,2017,2,11530720,고척1동,5936,3540,2396,18,652,1133,1538,1471,1124,6,284,645,869,886,850,12,368,488,669,585,274
5356,5356,2017,2,11530730,고척2동,1834,799,1035,1,202,346,557,484,244,1,74,150,204,218,152,0,128,196,353,266,92
5357,5357,2017,2,11530740,개봉1동,3111,1467,1644,5,361,587,839,834,485,2,126,295,391,370,283,3,235,292,448,464,202
5358,5358,2017,2,11530750,개봉2동,1435,573,862,5,194,274,446,303,213,1,48,106,169,132,117,4,146,168,277,171,96
5359,5359,2017,2,11530760,개봉3동,4608,2338,2270,2,132,324,511,738,2901,2,55,128,179,303,1671,0,77,196,332,435,1230
5360,5360,2017,2,11530770,오류1동,3672,1487,2185,22,387,688,1057,941,577,7,129,295,394,303,359,15,258,393,663,638,218
5361,5361,2017,2,11530780,오류2동,4165,2115,2050,4,450,899,1060,1107,645,4,124,450,502,570,465,0,326,449,558,537,180
5362,5362,2017,2,11530790,수궁동,4205,2607,1598,6,411,935,1096,1124,633,4,211,534,648,708,502,2,200,401,448,416,131
5363,5363,2017,2,11545510,가산동,137235,86053,51182,2579,31842,42522,33081,17617,9594,1184,15121,28359,23113,11184,7092,1395,16721,14163,9968,6433,2502
5364,5364,2017,2,11545610,독산1동,16813,10966,5847,55,2033,3958,4525,4201,2041,35,1195,2729,2887,2591,1529,20,838,1229,1638,1610,512
5365,5365,2017,2,11545620,독산2동,1593,731,862,0,160,286,416,426,305,0,53,111,182,202,183,0,107,175,234,224,122
5366,5366,2017,2,11545630,독산3동,4809,2850,1959,10,436,737,907,1050,1669,2,155,310,422,523,1438,8,281,427,485,527,231
5367,5367,2017,2,11545640,독산4동,1881,1027,854,3,261,354,545,439,279,2,122,201,296,227,179,1,139,153,249,212,100
5368,5368,2017,2,11545670,시흥1동,9158,4318,4840,40,1437,2255,2032,2004,1390,25,633,1077,910,991,682,15,804,1178,1122,1013,708
5369,5369,2017,2,11545680,시흥2동,1304,405,899,4,143,292,360,343,162,0,31,74,106,110,84,4,112,218,254,233,78
5370,5370,2017,2,11545690,시흥3동,8858,5424,3434,16,684,1636,2877,2496,1149,2,366,1016,1654,1515,871,14,318,620,1223,981,278
5371,5371,2017,2,11545700,시흥4동,909,318,591,0,82,172,295,265,95,0,27,62,79,98,52,0,55,110,216,167,43
5372,5372,2017,2,11545710,시흥5동,2041,1093,948,2,151,271,555,674,388,0,38,113,298,394,250,2,113,158,257,280,138
5373,5373,2017,2,11560515,영등포본동,2626,1225,1401,29,410,582,692,567,346,15,153,274,293,267,223,14,257,308,399,300,123
5374,5374,2017,2,11560535,영등포동,23373,13970,9403,100,3561,5932,5781,4542,3457,32,1428,3552,3807,2863,2288,68,2133,2380,1974,1679,1169
5375,5375,2017,2,11560540,여의동,270034,180566,89468,548,47165,103112,73674,35048,10487,168,20779,69629,56816,26743,6431,380,26386,33483,16858,8305,4056
5376,5376,2017,2,11560550,당산1동,15336,8624,6712,61,2376,3710,3311,3183,2695,28,903,2037,1962,1986,1708,33,1473,1673,1349,1197,987
5377,5377,2017,2,11560560,당산2동,29502,16166,13336,153,6111,7240,6649,4940,4409,56,2288,4094,3815,2949,2964,97,3823,3146,2834,1991,1445
5378,5378,2017,2,11560585,도림동,2148,1315,833,7,199,420,532,496,494,2,70,248,346,295,354,5,129,172,186,201,140
5379,5379,2017,2,11560605,문래동,45115,27492,17623,127,8652,13211,11400,7045,4680,50,4202,8257,7015,4448,3520,77,4450,4954,4385,2597,1160
5380,5380,2017,2,11560610,양평1동,18805,10437,8368,111,4013,4510,4026,3594,2551,58,1825,2815,2318,1797,1624,53,2188,1695,1708,1797,927
5381,5381,2017,2,11560620,양평2동,34373,18413,15960,134,5883,12134,10354,4431,1437,71,2444,6701,5505,2621,1071,63,3439,5433,4849,1810,366
5382,5382,2017,2,11560630,신길1동,4212,2189,2023,7,530,683,856,1050,1086,1,140,347,460,557,684,6,390,336,396,493,402
5383,5383,2017,2,11560650,신길3동,1629,748,881,1,155,291,422,422,338,0,45,134,192,197,180,1,110,157,230,225,158
5384,5384,2017,2,11560660,신길4동,1106,549,557,2,124,305,314,228,133,1,34,154,179,110,71,1,90,151,135,118,62
5385,5385,2017,2,11560670,신길5동,1151,570,581,2,117,287,278,285,182,2,52,130,115,145,126,0,65,157,163,140,56
5386,5386,2017,2,11560680,신길6동,2550,1203,1347,8,312,540,624,582,484,1,97,262,278,262,303,7,215,278,346,320,181
5387,5387,2017,2,11560690,신길7동,2944,1794,1150,9,467,655,710,761,342,5,280,450,454,387,218,4,187,205,256,374,124
5388,5388,2017,2,11560700,대림1동,2618,976,1642,2,664,640,578,493,241,2,123,254,246,220,131,0,541,386,332,273,110
5389,5389,2017,2,11560710,대림2동,2255,1008,1247,3,224,485,719,479,345,0,56,224,254,235,239,3,168,261,465,244,106
5390,5390,2017,2,11560720,대림3동,7972,4648,3324,19,971,1726,2088,1919,1249,7,496,1085,1331,1041,688,12,475,641,757,878,561
5391,5391,2017,2,11590510,노량진1동,4275,2423,1852,10,490,1022,1135,1062,556,3,191,589,723,615,302,7,299,433,412,447,254
5392,5392,2017,2,11590520,노량진2동,6280,3442,2838,13,734,1401,1385,1528,1219,5,387,646,726,897,781,8,347,755,659,631,438
5393,5393,2017,2,11590530,상도1동,4748,2303,2445,11,658,1146,1302,1022,609,5,215,520,675,537,351,6,443,626,627,485,258
5394,5394,2017,2,11590540,상도2동,2878,1172,1706,5,328,546,837,765,397,2,101,210,357,314,188,3,227,336,480,451,209
5395,5395,2017,2,11590550,상도3동,1256,504,752,4,149,278,333,337,155,1,42,115,136,125,85,3,107,163,197,212,70
5396,5396,2017,2,11590560,상도4동,1745,625,1120,5,254,353,472,395,266,1,69,139,175,125,116,4,185,214,297,270,150
5397,5397,2017,2,11590605,흑석동,5689,2589,3100,8,1081,1542,1431,1115,512,0,298,572,714,643,362,8,783,970,717,472,150
5398,5398,2017,2,11590620,사당1동,5058,2552,2506,20,941,1253,1359,928,557,7,272,653,788,466,366,13,669,600,571,462,191
5399,5399,2017,2,11590630,사당2동,3689,1447,2242,12,498,719,945,1023,492,5,168,337,379,311,247,7,330,382,566,712,245
5400,5400,2017,2,11590640,사당3동,2755,1403,1352,9,284,468,585,601,808,3,86,226,275,316,497,6,198,242,310,285,311
5401,5401,2017,2,11590650,사당4동,1040,474,566,0,117,209,260,237,217,0,24,79,108,110,153,0,93,130,152,127,64
5402,5402,2017,2,11590651,사당5동,952,445,507,5,181,214,244,226,82,2,85,88,106,107,57,3,96,126,138,119,25
5403,5403,2017,2,11590660,대방동,9906,5615,4291,37,1338,2741,2390,2023,1377,6,581,1685,1435,1091,817,31,757,1056,955,932,560
5404,5404,2017,2,11590670,신대방1동,3182,2066,1116,9,499,887,879,572,336,8,295,610,579,339,235,1,204,277,300,233,101
5405,5405,2017,2,11590680,신대방2동,27975,15102,12873,105,4617,7063,6521,6140,3529,50,2527,4299,3443,2965,1818,55,2090,2764,3078,3175,1711
5406,5406,2017,2,11620525,보라매동,5376,2337,3039,9,726,1612,1879,792,358,2,267,600,806,443,219,7,459,1012,1073,349,139
5407,5407,2017,2,11620545,청림동,700,286,414,5,108,170,176,120,121,2,26,58,72,41,87,3,82,112,104,79,34
5408,5408,2017,2,11620565,성현동,1703,779,924,3,208,376,475,379,262,1,96,187,187,162,146,2,112,189,288,217,116
5409,5409,2017,2,11620575,행운동,3578,1825,1753,31,740,884,815,666,442,25,335,461,431,315,258,6,405,423,384,351,184
5410,5410,2017,2,11620585,낙성대동,11619,6384,5235,19,1561,3471,2780,2385,1403,11,621,1599,1554,1486,1113,8,940,1872,1226,899,290
5411,5411,2017,2,11620595,청룡동,7579,4258,3321,8,922,1907,1946,1784,1012,0,386,1032,1052,1126,662,8,536,875,894,658,350
5412,5412,2017,2,11620605,은천동,3736,1698,2038,7,479,701,844,978,727,3,144,346,372,421,412,4,335,355,472,557,315
5413,5413,2017,2,11620615,중앙동,1954,937,1017,3,264,440,520,401,326,0,79,203,271,201,183,3,185,237,249,200,143
5414,5414,2017,2,11620625,인헌동,2504,1222,1282,2,346,583,639,526,408,1,104,305,300,244,268,1,242,278,339,282,140
5415,5415,2017,2,11620630,남현동,4154,2332,1822,12,842,975,1055,848,422,5,403,576,635,420,293,7,439,399,420,428,129
5416,5416,2017,2,11620645,서원동,4026,1816,2210,15,799,837,777,777,821,4,275,378,352,333,474,11,524,459,425,444,347
5417,5417,2017,2,11620655,신원동,1024,395,629,2,109,195,251,259,208,1,29,70,109,93,93,1,80,125,142,166,115
5418,5418,2017,2,11620665,서림동,1579,889,690,1,116,255,386,455,366,1,42,141,198,251,256,0,74,114,188,204,110
5419,5419,2017,2,11620685,신사동,2185,1130,1055,3,286,436,546,585,329,3,97,234,280,308,208,0,189,202,266,277,121
5420,5420,2017,2,11620695,신림동,2572,1269,1303,3,433,525,621,557,433,2,159,289,319,242,258,1,274,236,302,315,175
5421,5421,2017,2,11620715,난향동,1377,517,860,2,106,168,287,369,445,0,15,45,106,103,248,2,91,123,181,266,197
5422,5422,2017,2,11620725,조원동,3941,2384,1557,6,456,900,1062,986,531,2,227,602,625,571,357,4,229,298,437,415,174
5423,5423,2017,2,11620735,대학동,2193,1207,986,4,258,482,560,583,306,0,90,250,303,354,210,4,168,232,257,229,96
5424,5424,2017,2,11620745,삼성동,1086,474,612,4,143,218,255,287,179,4,35,86,103,128,118,0,108,132,152,159,61
5425,5425,2017,2,11620765,미성동,3034,1495,1539,4,271,530,765,801,663,0,87,216,358,413,421,4,184,314,407,388,242
5426,5426,2017,2,11620775,난곡동,1143,454,689,0,158,282,307,281,115,0,29,106,120,136,63,0,129,176,187,145,52
5427,5427,2017,2,11650510,서초1동,38628,20444,18184,186,9319,11387,9024,5869,2843,94,3619,6733,5329,2778,1891,92,5700,4654,3695,3091,952
5428,5428,2017,2,11650520,서초2동,58569,35485,23084,293,10454,19137,16152,8043,4490,46,4350,11319,10987,5663,3120,247,6104,7818,5165,2380,1370
5429,5429,2017,2,11650530,서초3동,75405,43440,31965,217,13310,22826,20502,11854,6696,82,4985,12625,13102,7763,4883,135,8325,10201,7400,4091,1813
5430,5430,2017,2,11650531,서초4동,26087,13174,12913,73,6796,9192,5629,2674,1723,14,2005,4834,3554,1636,1131,59,4791,4358,2075,1038,592
5431,5431,2017,2,11650540,잠원동,20102,12112,7990,72,3869,6678,5210,2530,1743,24,1375,4141,3631,1713,1228,48,2494,2537,1579,817,515
5432,5432,2017,2,11650550,반포본동,1505,806,699,2,181,334,394,347,247,1,69,156,198,224,158,1,112,178,196,123,89
5433,5433,2017,2,11650560,반포1동,7657,4357,3300,19,1638,2654,1677,1018,651,6,696,1577,1072,580,426,13,942,1077,605,438,225
5434,5434,2017,2,11650570,반포2동,2107,1079,1028,19,377,555,546,384,226,7,113,274,297,221,167,12,264,281,249,163,59
5435,5435,2017,2,11650580,반포3동,8560,3918,4642,40,1673,2285,1861,1504,1197,17,824,1095,946,502,534,23,849,1190,915,1002,663
5436,5436,2017,2,11650581,반포4동,31596,12892,18704,91,7737,9767,7243,4204,2554,40,1809,3960,3512,2152,1419,51,5928,5807,3731,2052,1135
5437,5437,2017,2,11650590,방배본동,6406,3716,2690,33,1125,1675,1444,1049,1080,27,498,1065,881,564,681,6,627,610,563,485,399
5438,5438,2017,2,11650600,방배1동,11549,5897,5652,54,2549,3594,2870,1545,937,21,918,2065,1578,713,602,33,1631,1529,1292,832,335
5439,5439,2017,2,11650610,방배2동,22065,15975,6090,41,2467,4111,6240,7132,2074,24,1366,2830,4700,5500,1555,17,1101,1281,1540,1632,519
5440,5440,2017,2,11650620,방배3동,9485,5749,3736,44,1622,2630,2139,1596,1454,13,678,1522,1413,1022,1101,31,944,1108,726,574,353
5441,5441,2017,2,11650621,방배4동,12071,6551,5520,74,2108,3232,3135,2142,1380,27,804,1823,1727,1157,1013,47,1304,1409,1408,985,367
5442,5442,2017,2,11650651,양재1동,35337,21494,13843,135,6023,9863,8307,6212,4797,61,2583,6064,5500,4072,3214,74,3440,3799,2807,2140,1583
5443,5443,2017,2,11650652,양재2동,121498,99857,21641,389,13785,27893,35992,38702,4737,161,9191,22377,30089,34626,3413,228,4594,5516,5903,4076,1324
5444,5444,2017,2,11650660,내곡동,6169,4029,2140,5,769,1666,1618,1428,683,2,321,1044,1127,1047,488,3,448,622,491,381,195
5445,5445,2017,2,11680510,신사동,24260,11128,13132,127,7303,7738,4754,2532,1806,36,2144,3804,2665,1325,1154,91,5159,3934,2089,1207,652
5446,5446,2017,2,11680521,논현1동,41822,22218,19604,107,9980,14169,9423,4943,3200,31,3194,7805,6116,2883,2189,76,6786,6364,3307,2060,1011
5447,5447,2017,2,11680531,논현2동,64737,35290,29447,216,14476,21343,14714,7897,6091,68,4886,11704,9517,4998,4117,148,9590,9639,5197,2899,1974
5448,5448,2017,2,11680545,압구정동,32927,14232,18695,214,10303,10817,5911,3244,2438,64,3199,4966,3160,1577,1266,150,7104,5851,2751,1667,1172
5449,5449,2017,2,11680565,청담동,44263,20484,23779,253,12259,15005,9460,4375,2911,64,3443,7136,5509,2449,1883,189,8816,7869,3951,1926,1028
5450,5450,2017,2,11680580,삼성1동,86603,51599,35004,316,19395,29108,19859,11334,6591,123,8210,17958,14173,6978,4157,193,11185,11150,5686,4356,2434
5451,5451,2017,2,11680590,삼성2동,58146,27324,30822,212,16039,17417,12411,8355,3712,104,5785,9522,6311,3425,2177,108,10254,7895,6100,4930,1535
5452,5452,2017,2,11680600,대치1동,3492,1488,2004,15,646,934,866,611,420,1,157,370,407,281,272,14,489,564,459,330,148
5453,5453,2017,2,11680610,대치2동,62441,37345,25096,251,12286,19959,15320,9087,5538,77,4911,12505,10730,5616,3506,174,7375,7454,4590,3471,2032
5454,5454,2017,2,11680630,대치4동,28406,16394,12012,183,5559,10051,7466,3446,1701,34,2192,5954,4840,2248,1126,149,3367,4097,2626,1198,575
5455,5455,2017,2,11680640,역삼1동,184370,105443,78927,953,39541,59979,44532,25887,13478,445,15745,35843,30353,15037,8020,508,23796,24136,14179,10850,5458
5456,5456,2017,2,11680650,역삼2동,47201,25943,21258,236,11501,13949,10870,6663,3982,79,4343,7860,6953,4135,2573,157,7158,6089,3917,2528,1409
5457,5457,2017,2,11680655,도곡1동,22408,8391,14017,174,4462,5504,7404,3661,1203,80,1807,2618,2033,1087,766,94,2655,2886,5371,2574,437
5458,5458,2017,2,11680656,도곡2동,19465,10987,8478,55,3438,5862,4482,2727,2901,23,1268,3344,3040,1773,1539,32,2170,2518,1442,954,1362
5459,5459,2017,2,11680660,개포1동,1518,979,539,3,112,256,294,418,435,1,44,145,176,271,342,2,68,111,118,147,93
5460,5460,2017,2,11680670,개포2동,2696,1406,1290,13,259,465,657,798,504,9,88,200,348,433,328,4,171,265,309,365,176
5461,5461,2017,2,11680690,개포4동,10002,6151,3851,27,1282,2405,2656,2136,1496,16,572,1595,1669,1240,1059,11,710,810,987,896,437
5462,5462,2017,2,11680700,세곡동,4244,2045,2199,8,566,895,1074,985,716,4,166,375,452,514,534,4,400,520,622,471,182
5463,5463,2017,2,11680720,일원본동,7384,1871,5513,2,2102,2927,1465,691,197,0,285,679,451,310,146,2,1817,2248,1014,381,51
5464,5464,2017,2,11680730,일원1동,3689,1795,1894,5,393,662,893,969,767,3,214,342,430,409,397,2,179,320,463,560,370
5465,5465,2017,2,11680740,일원2동,13433,10398,3035,82,3798,4210,2613,1907,823,60,3023,3566,1991,1280,478,22,775,644,622,627,345
5466,5466,2017,2,11680750,수서동,17041,8105,8936,39,2549,5039,4651,2932,1831,24,914,2397,2034,1439,1297,15,1635,2642,2617,1493,534
5467,5467,2017,2,11710510,풍납1동,1358,601,757,5,120,274,369,360,230,1,42,115,141,158,144,4,78,159,228,202,86
5468,5468,2017,2,11710520,풍납2동,13135,4307,8828,7,3148,4530,3297,1551,602,4,566,1239,1218,833,447,3,2582,3291,2079,718,155
5469,5469,2017,2,11710531,거여1동,2322,1292,1030,7,242,580,593,512,388,5,123,368,339,227,230,2,119,212,254,285,158
5470,5470,2017,2,11710532,거여2동,2229,863,1366,1,261,406,597,617,347,0,80,193,235,203,152,1,181,213,362,414,195
5471,5471,2017,2,11710540,마천1동,1031,492,539,1,114,186,287,258,185,0,36,88,110,141,117,1,78,98,177,117,68
5472,5472,2017,2,11710550,마천2동,3402,1956,1446,6,325,674,850,960,587,4,139,417,474,523,399,2,186,257,376,437,188
5473,5473,2017,2,11710561,방이1동,6452,3928,2524,26,793,1378,1388,1277,1590,9,315,760,816,747,1281,17,478,618,572,530,309
5474,5474,2017,2,11710562,방이2동,18808,10520,8288,74,2528,4610,4555,4225,2816,51,1300,2942,2598,1923,1706,23,1228,1668,1957,2302,1110
5475,5475,2017,2,11710566,오륜동,3098,1824,1274,2,355,873,803,821,244,1,144,487,491,512,189,1,211,386,312,309,55
5476,5476,2017,2,11710570,오금동,12976,7756,5220,24,1143,2534,2633,2608,4034,9,536,1569,1624,1427,2591,15,607,965,1009,1181,1443
5477,5477,2017,2,11710580,송파1동,6836,3978,2858,8,938,1560,1680,1459,1191,4,453,971,995,814,741,4,485,589,685,645,450
5478,5478,2017,2,11710590,송파2동,5682,2783,2899,20,1157,1587,1285,1086,547,6,389,861,747,443,337,14,768,726,538,643,210
5479,5479,2017,2,11710600,석촌동,9600,5066,4534,55,1868,2323,2239,1745,1370,25,616,1296,1342,937,850,30,1252,1027,897,808,520
5480,5480,2017,2,11710610,삼전동,7900,4966,2934,23,918,1594,1639,1680,2046,10,394,988,980,941,1653,13,524,606,659,739,393
5481,5481,2017,2,11710620,가락본동,26470,15573,10897,63,4107,7004,6701,5471,3124,30,1821,4159,4330,3189,2044,33,2286,2845,2371,2282,1080
5482,5482,2017,2,11710631,가락1동,10208,7287,2921,9,591,1842,2919,2999,1848,2,414,1483,2161,1925,1302,7,177,359,758,1074,546
5483,5483,2017,2,11710632,가락2동,7915,4230,3685,36,1151,1883,2059,1748,1038,13,507,1085,1054,847,724,23,644,798,1005,901,314
5484,5484,2017,2,11710641,문정1동,6451,3971,2480,11,706,1163,1387,1185,1999,7,337,720,845,665,1397,4,369,443,542,520,602
5485,5485,2017,2,11710642,문정2동,28419,18800,9619,109,4753,8756,7258,4619,2924,57,2431,6031,4938,3032,2311,52,2322,2725,2320,1587,613
5486,5486,2017,2,11710646,장지동,8634,5667,2967,13,801,1413,2144,2340,1923,5,368,851,1345,1664,1434,8,433,562,799,676,489
5487,5487,2017,2,11710647,위례동,1918,1223,695,7,146,359,550,687,169,1,41,177,339,529,136,6,105,182,211,158,33
5488,5488,2017,2,11710650,잠실본동,14683,8224,6459,66,2565,3475,3463,2871,2243,39,954,1963,2041,1725,1502,27,1611,1512,1422,1146,741
